exponent,min_runtime_old,min_runtime_new
4406,8.712999988347292e-05,8.597000123700127e-05
4407,8.719999823370017e-05,8.829999933368526e-05
4408,8.873100159689784e-05,8.469100066577084e-05
4409,8.59909996506758e-05,8.635999984107912e-05
4410,8.74700017448049e-05,8.573000013711862e-05
4411,8.693999916431494e-05,8.709000030648895e-05
4412,8.838000212563202e-05,8.542999785277061e-05
4413,8.7779997556936e-05,8.689999958733097e-05
4414,8.677000005263835e-05,8.542000068700872e-05
4415,9.20509992283769e-05,8.832000094116665e-05
4416,9.300900273956358e-05,8.679999882588163e-05
4417,8.941000123741105e-05,8.83290013007354e-05
4418,9.214999954565428e-05,9.063000106834807e-05
4419,9.16600001801271e-05,9.227000191458501e-05
4420,9.249999857274815e-05,9.132000195677392e-05
4421,9.219999992637895e-05,9.380000119563192e-05
4422,8.765999882598408e-05,8.547999823349528e-05
4423,9.356000009574927e-05,9.314000271842815e-05
4424,9.80300028459169e-05,8.929999967222102e-05
4425,9.184000009554438e-05,9.185000089928508e-05
4426,9.113999840337783e-05,9.145999865722843e-05
4427,8.551000064471737e-05,8.567000259063207e-05
4428,8.7010001152521e-05,8.49799980642274e-05
4429,9.163000140688382e-05,9.305000276071951e-05
4430,9.535100252833217e-05,9.128999954555184e-05
4431,9.344000136479735e-05,9.332899935543537e-05
4432,9.58299970079679e-05,9.015999967232347e-05
4433,9.053999747266062e-05,9.219999992637895e-05
4434,9.374000001116656e-05,9.186999886878766e-05
4435,9.402999785379507e-05,9.230000068782829e-05
4436,9.528000009595416e-05,9.311000030720606e-05
4437,9.396000314154662e-05,9.465000039199367e-05
4438,9.486999988439493e-05,9.363000208395533e-05
4439,9.356000009574927e-05,9.404999946127646e-05
4440,9.485999908065423e-05,9.176000094157644e-05
4441,9.315999704995193e-05,9.581999984220602e-05
4442,9.394000153406523e-05,9.263000174541958e-05
4443,9.371999840368517e-05,9.407999823451973e-05
4444,9.549000242259353e-05,9.169999975711107e-05
4445,9.419100024388172e-05,9.559999671182595e-05
4446,9.503999899607152e-05,9.309999950346537e-05
4447,9.470000077271834e-05,9.377000242238864e-05
4448,9.619999764254317e-05,9.154000144917518e-05
4449,9.363999924971722e-05,9.500000305706635e-05
4450,9.547000081511214e-05,9.141999908024445e-05
4451,9.476999912294559e-05,9.421999857295305e-05
4452,9.387999671162106e-05,9.136999869951978e-05
4453,9.533000047667883e-05,9.255099939764477e-05
4454,9.349999891128391e-05,9.259999933419749e-05
4455,9.418999979970977e-05,9.41500002227258e-05
4456,8.860000161803328e-05,8.510000043315813e-05
4457,8.638899817015044e-05,8.628900104667991e-05
4458,8.752000212552957e-05,8.585999967181124e-05
4459,8.671999967191368e-05,8.707999950274825e-05
4460,8.828000136418268e-05,8.485999933327548e-05
4461,8.605000039096922e-05,8.633999823359773e-05
4462,8.825999975670129e-05,8.783099838183261e-05
4463,9.11999995878432e-05,8.947000242187642e-05
4464,8.994000017992221e-05,8.643999899504706e-05
4465,8.780999996815808e-05,8.766999962972477e-05
4466,8.909000098356046e-05,8.721999984118156e-05
4467,8.908900053938851e-05,0.00010767999992822297
4468,8.990000060293823e-05,8.693999916431494e-05
4469,8.834999971440993e-05,8.836000051815063e-05
4470,0.00010869999823626131,8.601000081398524e-05
4471,8.908000017981976e-05,8.919999891077168e-05
4472,9.033999958774075e-05,8.679000166011974e-05
4473,8.803000309853815e-05,8.802999946055934e-05
4474,8.946999878389761e-05,8.818000060273334e-05
4475,8.850000085658394e-05,8.846900163916871e-05
4476,8.992000221041963e-05,8.680999962962233e-05
4477,8.820999937597662e-05,8.854000043356791e-05
4478,8.982999861473218e-05,8.88700014911592e-05
4479,8.977000106824562e-05,8.974999946076423e-05
4480,9.106899960897863e-05,8.643999899504706e-05
4481,8.780899952398613e-05,8.788000195636414e-05
4482,8.868000077200122e-05,8.673900083522312e-05
4483,8.558899935451336e-05,8.316000094055198e-05
4484,8.63800014485605e-05,8.392999734496698e-05
4485,8.748999971430749e-05,8.752999929129146e-05
4486,8.877999789547175e-05,8.688000161782838e-05
4487,8.822000017971732e-05,8.814000102574937e-05
4488,8.954000077210367e-05,8.558999979868531e-05
4489,8.305000301334076e-05,8.711999907973222e-05
4490,8.694000280229375e-05,8.316000094055198e-05
4491,8.809999781078659e-05,8.819000140647404e-05
4492,8.928999886848032e-05,8.6860000010347e-05
4493,8.875000276020728e-05,8.881000030669384e-05
4494,8.985000022221357e-05,8.77800011949148e-05
4495,8.765100210439414e-05,8.87200003489852e-05
4496,9.054999827640131e-05,8.670999886817299e-05
4497,8.759000047575682e-05,8.767999679548666e-05
4498,8.895000064512715e-05,8.751999848755077e-05
4499,8.680999962962233e-05,8.904000060283579e-05
4500,9.059000149136409e-05,8.401000013691373e-05
4501,9.008000051835552e-05,9.009000132209621e-05
4502,9.209999916492961e-05,8.973000149126165e-05
4503,8.905999857233837e-05,8.56100014061667e-05
4504,9.069899897440337e-05,8.802000229479745e-05
4505,8.835999688017182e-05,8.832000094116665e-05
4506,8.985000022221357e-05,8.840999726089649e-05
4507,8.789999992586672e-05,8.526999954483472e-05
4508,9.135999789577909e-05,8.854000043356791e-05
4509,8.990000060293823e-05,9.149000106845051e-05
4510,9.117000081459992e-05,9.097000292968005e-05
4511,9.10300004761666e-05,9.354999929200858e-05
4512,9.214999954565428e-05,8.60599975567311e-05
4513,8.619000072940253e-05,8.741999772610143e-05
4514,8.897999941837043e-05,8.739999975659885e-05
4515,8.810999861452729e-05,8.835999688017182e-05
4516,8.996999895316549e-05,8.660000094096176e-05
4517,8.815999899525195e-05,8.761000208323821e-05
4518,9.040000077220611e-05,8.909000098356046e-05
4519,9.008000051835552e-05,9.028999920701608e-05
4520,9.154999861493707e-05,8.778999836067669e-05
4521,8.910000178730115e-05,8.911999975680374e-05
4522,9.054000111063942e-05,8.937900201999582e-05
4523,9.024999963003211e-05,9.023999882629141e-05
4524,9.169999975711107e-05,8.85500012373086e-05
4525,8.959100159700029e-05,8.981000064522959e-05
4526,9.105999924940988e-05,8.961000276030973e-05
4527,9.095999848796055e-05,9.077000140678138e-05
4528,9.221000073011965e-05,8.837099812808447e-05
4529,8.938000246416777e-05,8.972999785328284e-05
4530,7.990000085555948e-05,7.800000093993731e-05
4531,9.00899976841174e-05,9.012000009533949e-05
4532,9.210000280290842e-05,9.003000013763085e-05
4533,8.766000246396288e-05,8.981100108940154e-05
4534,9.594999937689863e-05,9.200999920722097e-05
4535,9.186000170302577e-05,9.308000153396279e-05
4536,9.27500004763715e-05,8.927000089897774e-05
4537,9.021000005304813e-05,9.046999912243336e-05
4538,8.909999814932235e-05,9.024000246427022e-05
4539,9.262000094167888e-05,9.376999878440984e-05
4540,9.32000002649147e-05,8.705999789526686e-05
4541,9.08900001377333e-05,9.123999916482717e-05
4542,9.236999903805554e-05,9.035000039148144e-05
4543,9.160900299320929e-05,9.170900011667982e-05
4544,9.30599999264814e-05,8.74800025485456e-05
4545,8.806999903754331e-05,8.816999979899265e-05
4546,8.951999916462228e-05,8.76199992490001e-05
4547,8.904000060283579e-05,9.033999958774075e-05
4548,9.023000166052952e-05,8.755999806453474e-05
4549,8.353000157512724e-05,8.892999903764576e-05
4550,8.503999924869277e-05,8.365000030607916e-05
4551,0.00012883999806945212,8.451000030618161e-05
4552,9.130000034929253e-05,9.67900014074985e-05
4553,9.019999924930744e-05,8.90099981916137e-05
4554,9.172000136459246e-05,8.85600020410493e-05
4555,9.132000195677392e-05,9.208000119542703e-05
4556,9.284000043408014e-05,8.918999810703099e-05
4557,9.039100041263737e-05,9.05699998838827e-05
4558,9.190899800159968e-05,8.986000102595426e-05
4559,9.159999899566174e-05,9.132900231634267e-05
4560,9.15099990379531e-05,8.510000043315813e-05
4561,8.941999840317294e-05,8.96600031410344e-05
4562,9.019000208354555e-05,8.920999971451238e-05
4563,9.091099855140783e-05,9.463899914408103e-05
4564,9.177999891107902e-05,8.82499989529606e-05
4565,8.956999954534695e-05,8.956999954534695e-05
4566,9.191999924951233e-05,9.072000102605671e-05
4567,9.250000221072696e-05,9.181999848806299e-05
4568,9.32000002649147e-05,8.946999878389761e-05
4569,9.021999721881002e-05,9.131999831879511e-05
4570,9.202999717672355e-05,9.003999730339274e-05
4571,9.149099787464365e-05,9.161999696516432e-05
4572,9.268999929190613e-05,9.058999785338528e-05
4573,9.343000056105666e-05,9.268999929190613e-05
4574,9.332999979960732e-05,9.126000077230856e-05
4575,9.267000132240355e-05,9.304000195697881e-05
4576,9.323999984189868e-05,8.768000043346547e-05
4577,8.496999726048671e-05,8.579000132158399e-05
4578,9.223000233760104e-05,9.11999995878432e-05
4579,9.124999996856786e-05,9.220999709214084e-05
4580,9.377099922858179e-05,9.078899893211201e-05
4581,9.201099965139292e-05,9.214899910148233e-05
4582,9.348000094178133e-05,9.128999954555184e-05
4583,9.261000013793819e-05,9.275999764213338e-05
4584,9.381099880556576e-05,9.00289996934589e-05
4585,9.128999954555184e-05,9.122900155489333e-05
4586,9.255000259145163e-05,9.139000030700117e-05
4587,9.338000018033199e-05,8.6860000010347e-05
4588,9.417000183020718e-05,9.090000094147399e-05
4589,8.734999937587418e-05,9.245999899576418e-05
4590,9.380000119563192e-05,9.180000051856041e-05
4591,9.311000030720606e-05,9.285999840358272e-05
4592,9.438000051886775e-05,9.000000136438757e-05
4593,9.149000106845051e-05,9.173999933409505e-05
4594,9.280000085709617e-05,9.149000106845051e-05
4595,9.239000064553693e-05,9.248000060324557e-05
4596,9.465000039199367e-05,9.319000309915282e-05
4597,9.372999920742586e-05,9.281000166083686e-05
4598,9.481999950367026e-05,9.29000016185455e-05
4599,9.408000187249854e-05,9.443099770578556e-05
4600,9.55299983615987e-05,9.113999840337783e-05
4601,9.232899901689962e-05,9.277000208385289e-05
4602,9.366000085719861e-05,9.178900290862657e-05
4603,9.282000246457756e-05,9.456000043428503e-05
4604,9.461999798077159e-05,9.130999751505442e-05
4605,8.83310021890793e-05,9.046999912243336e-05
4606,9.225999747286551e-05,8.93400028871838e-05
4607,9.39800011110492e-05,9.402000068803318e-05
4608,9.526999929221347e-05,8.904000060283579e-05
4609,9.021000005304813e-05,9.028999920701608e-05
4610,9.172000136459246e-05,9.014999886858277e-05
4611,9.129000318353064e-05,9.117100125877187e-05
4612,9.262999810744077e-05,8.965999950305559e-05
4613,9.053000030689873e-05,9.114000204135664e-05
4614,9.157100066659041e-05,9.046899867826141e-05
4615,9.208900155499578e-05,8.712899943930097e-05
4616,9.33499977691099e-05,8.973000149126165e-05
4617,9.182999929180369e-05,9.176999810733832e-05
4618,9.291999958804809e-05,9.16499993763864e-05
4619,9.270000009564683e-05,9.27399996726308e-05
4620,9.370000043418258e-05,9.033999958774075e-05
4621,9.10399976419285e-05,9.115000284509733e-05
4622,9.231999865733087e-05,9.149000106845051e-05
4623,9.267999848816544e-05,9.279999721911736e-05
4624,9.485999908065423e-05,8.877000072970986e-05
4625,9.116999717662111e-05,9.140999827650376e-05
4626,9.272000170312822e-05,9.124999996856786e-05
4627,9.21889986784663e-05,9.32910006667953e-05
4628,9.358000170323066e-05,9.067999781109393e-05
4629,8.116999742924236e-05,9.209999916492961e-05
4630,9.225000030710362e-05,9.139000030700117e-05
4631,9.295999916503206e-05,9.308000153396279e-05
4632,9.399999908055179e-05,9.018999844556674e-05
4633,9.140000111074187e-05,9.154000144917518e-05
4634,9.285999840358272e-05,9.202000001096167e-05
4635,9.044000034919009e-05,9.330000102636404e-05
4636,9.466999836149625e-05,8.956999954534695e-05
4637,9.194000085699372e-05,9.209999916492961e-05
4638,9.013999806484208e-05,9.311000030720606e-05
4639,9.435999891138636e-05,9.4600000011269e-05
4640,9.570999827701598e-05,9.138000314123929e-05
4641,8.40499997138977e-05,9.285999840358272e-05
4642,9.53700000536628e-05,9.380999836139381e-05
4643,9.21300015761517e-05,9.347000013804063e-05
4644,9.46910004131496e-05,9.184999726130627e-05
4645,9.316900104749948e-05,9.338000018033199e-05
4646,9.441000293008983e-05,9.263999891118146e-05
4647,9.16499993763864e-05,9.402000068803318e-05
4648,9.53799972194247e-05,9.140999827650376e-05
4649,9.186000170302577e-05,9.32910006667953e-05
4650,8.908000017981976e-05,9.290999878430739e-05
4651,8.690899994689971e-05,9.399999908055179e-05
4652,9.524999768473208e-05,8.738000178709626e-05
4653,9.381000199937262e-05,9.368999963044189e-05
4654,9.472000238019973e-05,9.406000026501715e-05
4655,9.562899867887609e-05,9.567000233801082e-05
4656,9.819999831961468e-05,9.154999861493707e-05
4657,9.291999958804809e-05,9.313999908044934e-05
4658,9.455100007471628e-05,9.110000246437266e-05
4659,9.293999755755067e-05,9.3039998319e-05
4660,9.401999705005437e-05,9.136999869951978e-05
4661,8.641100066597573e-05,9.258000136469491e-05
4662,9.589000183041207e-05,9.416000102646649e-05
4663,9.290999878430739e-05,9.560000034980476e-05
4664,8.905000140657648e-05,9.406000026501715e-05
4665,9.25799977267161e-05,9.137999950326048e-05
4666,9.399900227435865e-05,9.239000064553693e-05
4667,9.378999675391242e-05,9.36799988267012e-05
4668,9.602999853086658e-05,9.32200018723961e-05
4669,9.470999793848023e-05,9.479999789618887e-05
4670,9.193000005325302e-05,9.427999975741841e-05
4671,9.876999683910981e-05,9.711099846754223e-05
4672,0.00010355999984312803,9.67900014074985e-05
4673,9.32100010686554e-05,8.84000000951346e-05
4674,9.449999924981967e-05,9.250999937648885e-05
4675,9.371999840368517e-05,9.383900032844394e-05
4676,9.542000043438748e-05,9.289000081480481e-05
4677,9.44600033108145e-05,9.455999679630622e-05
4678,9.525999848847277e-05,9.377999958815053e-05
4679,9.4449998869095e-05,9.439999848837033e-05
4680,9.549999958835542e-05,9.098000009544194e-05
4681,9.230000068782829e-05,9.24300002225209e-05
4682,9.445999967283569e-05,9.349099855171517e-05
4683,9.487100032856688e-05,9.486899944022298e-05
4684,9.643000157666393e-05,9.362000128021464e-05
4685,9.530999886919744e-05,9.128000237978995e-05
4686,9.65309991443064e-05,9.471000157645904e-05
4687,9.576999946148135e-05,9.602000136510469e-05
4688,9.721999958856031e-05,9.136999869951978e-05
4689,9.345999933429994e-05,8.772000001044944e-05
4690,9.425000098417513e-05,9.347000013804063e-05
4691,9.364000288769603e-05,9.406999743077904e-05
4692,9.533999764244072e-05,9.141999908024445e-05
4693,9.304000195697881e-05,9.309100278187543e-05
4694,9.530999886919744e-05,9.393999789608642e-05
4695,9.53090020630043e-05,9.556999793858267e-05
4696,0.00010855000073206611,0.00013331999798538163
4697,9.492999743088149e-05,9.959000090020709e-05
4698,0.00011089999679825269,0.0001048400008585304
4699,9.498000144958496e-05,9.859999772743322e-05
4700,0.00010092999946209602,9.798999963095412e-05
4701,9.938000221154653e-05,0.0001000199990812689
4702,0.00010014999861596152,9.884000246529467e-05
4703,9.854000018094666e-05,0.00010237999958917499
4704,0.00010062000001198612,9.421999857295305e-05
4705,0.00010341999950469472,0.00010588999793981202
4706,9.779999891179614e-05,0.00010285000098519959
4707,0.00010083000233862549,0.00010225000005448237
4708,9.298000077251345e-05,9.154000144917518e-05
4709,9.186999886878766e-05,9.377999958815053e-05
4710,0.00010027000098489225,9.849999696598388e-05
4711,9.974999920814298e-05,9.963000047719106e-05
4712,9.91000015346799e-05,9.406000026501715e-05
4713,9.989999671233818e-05,9.15100026759319e-05
4714,0.00010129099973710254,9.884000246529467e-05
4715,9.992899867938831e-05,0.00010051999925053678
4716,9.782000051927753e-05,9.868000051937997e-05
4717,0.00017088000095100142,0.0001043800002662465
4718,9.841000064625405e-05,9.596000018063933e-05
4719,9.682999734650366e-05,9.688000136520714e-05
4720,9.841000064625405e-05,9.386000238009728e-05
4721,9.516000136500224e-05,9.532000331091695e-05
4722,9.651100117480382e-05,9.514000339549966e-05
4723,9.6160001703538e-05,9.617999967304058e-05
4724,0.00010279999696649611,9.456000043428503e-05
4725,9.760000102687627e-05,9.670999861555174e-05
4726,9.751000106916763e-05,9.586999658495188e-05
4727,9.574000068823807e-05,9.742000111145899e-05
4728,9.867999688140117e-05,9.621999925002456e-05
4729,9.67800006037578e-05,9.712899918667972e-05
4730,9.845000022323802e-05,9.657000191509724e-05
4731,9.810000119614415e-05,9.846000102697872e-05
4732,0.0001005000012810342,9.581000267644413e-05
4733,9.807100286707282e-05,9.819000115385279e-05
4734,9.928000145009719e-05,9.861099897534586e-05
4735,0.00010029999975813553,0.00010024999937741086
4736,9.98800023808144e-05,9.338000018033199e-05
4737,9.492900062468834e-05,9.492999743088149e-05
4738,9.619100092095323e-05,9.438000051886775e-05
4739,9.550000322633423e-05,9.566999870003201e-05
4740,9.715000123833306e-05,9.484000111115165e-05
4741,9.58400014496874e-05,9.62999984039925e-05
4742,9.743000191519968e-05,9.504999979981221e-05
4743,9.684999895398505e-05,9.678999776951969e-05
4744,9.981099719880149e-05,0.0001139900014095474
4745,9.75500006461516e-05,9.698999929241836e-05
4746,9.806000161916018e-05,9.562000195728615e-05
4747,9.75600014498923e-05,9.729999874252826e-05
4748,9.792000128072686e-05,0.00010042999929282814
4749,9.673100066720508e-05,9.697100176708773e-05
4750,9.830999988480471e-05,9.587000022293068e-05
4751,9.700000009615906e-05,9.704999683890492e-05
4752,9.811999916564673e-05,9.476899867877364e-05
4753,9.624900121707469e-05,9.285100168199278e-05
4754,9.729999874252826e-05,9.493000106886029e-05
4755,9.802999920793809e-05,9.829999908106402e-05
4756,9.804000001167879e-05,9.750999743118882e-05
4757,9.768000018084422e-05,9.78600000962615e-05
4758,9.918999785440974e-05,9.712999963085167e-05
4759,9.706900164019316e-05,9.73899987002369e-05
4760,9.838000187301077e-05,9.4449998869095e-05
4761,9.571999908075668e-05,9.603999933460727e-05
4762,9.733000115375035e-05,9.553000199957751e-05
4763,9.531999967293814e-05,9.757999941939488e-05
4764,0.00010515999747440219,0.0001063109993992839
4765,9.734999912325293e-05,9.777000013855286e-05
4766,9.872900045593269e-05,9.735000276123174e-05
4767,9.607000174582936e-05,9.893000242300332e-05
4768,0.00010222999844700098,9.375000081490725e-05
4769,9.936000060406514e-05,0.00010121999730472453
4770,0.00010372999895480461,9.588999819243327e-05
4771,9.798000246519223e-05,9.894000322674401e-05
4772,9.933999899658374e-05,9.824000153457746e-05
4773,9.400999988429248e-05,9.751000106916763e-05
4774,0.00010088999988511205,0.00010606000068946742
4775,9.931099702953361e-05,0.00010188899977947585
4776,0.00010014000145019963,9.725100244395435e-05
4777,9.8489999800222e-05,9.838999903877266e-05
4778,0.00010117000056197867,9.8640000942396e-05
4779,0.00010122900130227208,9.973999840440229e-05
4780,0.00010078999912366271,9.715000123833306e-05
4781,9.802999920793809e-05,9.811999916564673e-05
4782,9.955100176739506e-05,9.915999908116646e-05
4783,9.185000089928508e-05,0.00010051999925053678
4784,0.00010617999942041934,9.888000204227865e-05
4785,9.732000035000965e-05,9.817999671213329e-05
4786,0.00013304000094649382,9.915999908116646e-05
4787,0.00010952000229735859,0.00011042899859603494
4788,0.00010055000166175887,0.00010133000250789337
4789,0.00010325999755878001,9.08900001377333e-05
4790,0.00010750999717856757,0.0001049899983627256
4791,0.00010010000187321566,0.00010099000064656138
4792,0.00010180000026593916,9.753999984241091e-05
4793,9.865999891189858e-05,9.982000119634904e-05
4794,0.00010218999887001701,9.789999967324547e-05
4795,9.904000035021454e-05,9.947999933501706e-05
4796,0.00010103999738930725,9.802899876376614e-05
4797,0.00010013000064645894,9.990000035031699e-05
4798,0.00010099100109073333,0.00010020999980042689
4799,9.98800023808144e-05,0.00010023000140790828
4800,0.00010148000001208857,9.675999899627641e-05
4801,9.840999700827524e-05,9.845000022323802e-05
4802,9.969999882741831e-05,9.711999882711098e-05
4803,9.873000090010464e-05,9.855100142885931e-05
4804,9.98089999484364e-05,9.679999857326038e-05
4805,0.00010004900104831904,9.123099880525842e-05
4806,9.60890029091388e-05,9.589999899617396e-05
4807,9.951999891200103e-05,9.966000288841315e-05
4808,0.00010091999865835533,9.747999865794554e-05
4809,9.867100015981123e-05,9.890000001178123e-05
4810,0.00010517099872231483,0.00010969000140903518
4811,0.00011097999959019944,0.00010431999908178113
4812,0.00011239000014029443,0.0001096600026357919
4813,0.00011029900269932114,0.0001110400007746648
4814,0.00010551099694566801,0.00010328899952583015
4815,0.00010502999793970957,0.00010509000276215374
4816,0.00010173000191571191,9.809999755816534e-05
4817,9.978000161936507e-05,9.970999963115901e-05
4818,0.00010621999899740331,9.287099965149537e-05
4819,0.00010462999853189103,0.00010452000060467981
4820,0.00010621000183164142,0.00010241000200039707
4821,0.00010570999802439474,0.00010450999980093911
4822,9.705100092105567e-05,0.0001068499987013638
4823,0.0001090199984901119,0.00010076000035041943
4824,0.00010425999789731577,0.00010522999946260825
4825,9.915000191540457e-05,9.936000060406514e-05
4826,0.00010046999886981212,9.92700006463565e-05
4827,9.875999967334792e-05,9.976000001188368e-05
4828,0.00010165100320591591,9.873099770629779e-05
4829,9.871000293060206e-05,9.971100007533096e-05
4830,0.00010074999954667874,0.00010042999929282814
4831,0.00010186000145040452,0.00010172000111197121
4832,0.0001034400011121761,9.81599987426307e-05
4833,9.915000191540457e-05,9.959000090020709e-05
4834,0.00010046000170405023,9.991000115405768e-05
4835,0.00010143100007553585,0.00010117100100615062
4836,0.00010294000094290823,9.904000035021454e-05
4837,0.00010014999861596152,0.00010013999781222083
4838,0.00010127999848918989,9.996899825637229e-05
4839,0.00010124999971594661,0.00010122900130227208
4840,0.0001024999983201269,9.801000123843551e-05
4841,8.813999738777056e-05,8.806000187178142e-05
4842,9.583000064594671e-05,8.954000077210367e-05
4843,9.625000166124664e-05,9.658000271883793e-05
4844,9.943999975803308e-05,9.789000250748359e-05
4845,9.855999815044925e-05,9.810000119614415e-05
4846,9.97200004348997e-05,9.673000022303313e-05
4847,9.83400022960268e-05,9.755999781191349e-05
4848,9.932000102708116e-05,9.508999937679619e-05
4849,9.61500008997973e-05,9.637000039219856e-05
4850,9.739099914440885e-05,9.66099978541024e-05
4851,9.753999984241091e-05,9.801900159800425e-05
4852,9.958000009646639e-05,9.486999988439493e-05
4853,9.72600028035231e-05,9.728000077302568e-05
4854,9.246000263374299e-05,9.705999764264561e-05
4855,9.059999865712598e-05,9.033999958774075e-05
4856,9.946999853127636e-05,9.575000149197876e-05
4857,9.074999979929999e-05,9.63200000114739e-05
4858,9.349999891128391e-05,9.139000030700117e-05
4859,9.271000089938752e-05,9.262999810744077e-05
4860,9.380000119563192e-05,9.133000276051462e-05
4861,9.656000111135654e-05,9.255999975721352e-05
4862,9.764000060386024e-05,9.571000191499479e-05
4863,9.955099812941626e-05,9.74689974100329e-05
4864,0.00010090000068885274,9.533999764244072e-05
4865,9.422999937669374e-05,9.656000111135654e-05
4866,9.187999967252836e-05,9.003000013763085e-05
4867,9.177000174531713e-05,9.051000233739614e-05
4868,9.213999874191359e-05,9.384999793837778e-05
4869,9.0559999080142e-05,9.101000250666402e-05
4870,9.240000144927762e-05,9.04300031834282e-05
4871,9.117000081459992e-05,9.165000301436521e-05
4872,9.255999975721352e-05,8.819999857223593e-05
4873,8.890900062397122e-05,8.904000060283579e-05
4874,0.00011736999658751301,9.363999924971722e-05
4875,0.00010331999874324538,0.00011088000246672891
4876,0.00010322000161977485,9.958999726222828e-05
4877,0.00010317000123905018,0.00010409000242361799
4878,9.253999814973213e-05,9.37509976211004e-05
4879,9.22799990803469e-05,9.217000115313567e-05
4880,9.30599999264814e-05,9.015999967232347e-05
4881,9.139000030700117e-05,9.200000204145908e-05
4882,9.32000002649147e-05,9.064000187208876e-05
4883,9.141000191448256e-05,9.107999721891247e-05
4884,9.475000115344301e-05,8.976000026450492e-05
4885,9.340999895357527e-05,9.218000195687637e-05
4886,9.361999764223583e-05,9.59999997576233e-05
4887,9.194000085699372e-05,9.212999793817289e-05
4888,9.41500002227258e-05,8.985999738797545e-05
4889,9.209000199916773e-05,9.361000047647394e-05
4890,9.581000267644413e-05,9.402000068803318e-05
4891,9.28999979805667e-05,9.288000001106411e-05
4892,9.271999806514941e-05,8.958000034908764e-05
4893,9.145999865722843e-05,9.237999984179623e-05
4894,9.191999924951233e-05,9.065999984159134e-05
4895,9.202000001096167e-05,9.392900028615259e-05
4896,9.467999916523695e-05,8.97999998414889e-05
4897,9.153000064543448e-05,9.089999730349518e-05
4898,9.208000119542703e-05,9.037999916472472e-05
4899,9.398999827681109e-05,9.123000199906528e-05
4900,9.346000297227874e-05,9.080000018002465e-05
4901,9.27399996726308e-05,9.383999713463709e-05
4902,9.362000128021464e-05,9.148000026470982e-05
4903,9.33499977691099e-05,9.321999823441729e-05
4904,0.0001131289973272942,9.35909993131645e-05
4905,9.394000153406523e-05,9.36700016609393e-05
4906,9.38299999688752e-05,9.238999700755812e-05
4907,9.397000030730851e-05,9.41299986152444e-05
4908,9.465000039199367e-05,9.090999810723588e-05
4909,9.234000026481226e-05,9.43100021686405e-05
4910,9.348000094178133e-05,9.288000001106411e-05
4911,9.422999937669374e-05,9.426999895367771e-05
4912,9.788000170374289e-05,9.416000102646649e-05
4913,9.396899986313656e-05,0.00011081000047852285
4914,9.327099905931391e-05,9.597000098438002e-05
4915,9.271999806514941e-05,9.30599999264814e-05
4916,0.0001004900004772935,9.01890016393736e-05
4917,9.2120000772411e-05,9.608000254957005e-05
4918,9.513999975752085e-05,9.644000238040462e-05
4919,9.56799995037727e-05,9.64800019573886e-05
4920,9.6929998107953e-05,9.19800004339777e-05
4921,9.36900032684207e-05,9.485999908065423e-05
4922,9.483000030741096e-05,9.083999975700863e-05
4923,9.66199986578431e-05,9.753000267664902e-05
4924,9.587000022293068e-05,9.43000013648998e-05
4925,9.496999700786546e-05,9.490000229561701e-05
4926,0.00010300000212737359,9.628000043448992e-05
4927,9.549000242259353e-05,9.524999768473208e-05
4928,9.829999908106402e-05,9.036000119522214e-05
4929,9.14899974304717e-05,9.178999971481971e-05
4930,9.236999903805554e-05,9.071000022231601e-05
4931,9.035000039148144e-05,9.263000174541958e-05
4932,9.471999874222092e-05,9.365000005345792e-05
4933,9.448000128031708e-05,9.495000267634168e-05
4934,9.409999984200113e-05,9.535999924992211e-05
4935,9.445999967283569e-05,9.796900121727958e-05
4936,9.783999848878011e-05,9.339000098407269e-05
4937,9.398900147061795e-05,9.402000068803318e-05
4938,9.756999861565419e-05,9.450899960938841e-05
4939,0.00011544999870238826,9.344000136479735e-05
4940,0.00010606000068946742,0.00010255999950459227
4941,0.00010477000250830315,0.00010401999679743312
4942,0.00010490000204299577,0.00010329999713576399
4943,0.0001046899997163564,0.0001048400008585304
4944,0.00010607000149320811,0.00010139999722014181
4945,0.00010273999942000955,0.00010282000221195631
4946,0.00010427999950479716,0.00010276000102749094
4947,0.00010418999954708852,0.00010400000246590935
4948,0.00010182000187342055,9.351000335300341e-05
4949,0.00010377999933552928,0.00010042999929282814
4950,0.00010477999967406504,0.00010336999912397005
4951,0.00010475999806658365,0.00010481999925104901
4952,0.0001060110007529147,0.00010165999992750585
4953,0.0001032799991662614,0.00010329999713576399
4954,0.00010453999857418239,0.00010271000064676628
4955,0.00010402900079498067,0.00010443999781273305
4956,0.0001053000014508143,0.00010263999865856022
4957,0.0001037600013660267,9.80889999482315e-05
4958,0.0001054499989550095,0.00010371999815106392
4959,0.00010518999988562427,0.00010534000102779828
4960,0.00010703999942052178,0.00010114899851032533
4961,0.00012768000306095928,0.00010311000005458482
4962,0.00010967999696731567,0.00012332899859757163
4963,0.0001042199983203318,0.0001048500016622711
4964,0.00010668000322766602,0.00010217000090051442
4965,0.00010879999899771065,0.00010904000009759329
4966,0.00010557999848970212,0.00010447000022395514
4967,0.00010580000162008218,0.0001060089998645708
4968,0.00010373999975854531,0.00010210999971604906
4969,0.00013054000010015443,0.00010264999946230091
4970,0.00010697999823605642,0.00010872999700950459
4971,0.00010533999738981947,0.00010542000018176623
